,id_x,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,kitchen_clusterized,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,state_building_clusterized,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income,id_y,_merge
20204,11049000,245000,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8587,50.7321442,3.3813554,2021,117,,,2,INSTALLED,Yes,0,0,1,7,0,0,0,1,MISSING,MISSING,0,MISSING,GAS,1,,,left_only
20244,41669000,245000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,7181,,,,79,,4,1,INSTALLED,Yes,0,0,1,13,1,12,0,1,AS_NEW,Yes,,MISSING,GAS,1,,,left_only
20256,30150000,245000,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7640,,,2023,94,,2,2,INSTALLED,Yes,0,0,1,9,0,0,0,1,AS_NEW,Yes,,MISSING,MISSING,1,,,left_only
20292,34693000,245000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1400,,,,79,,4,1,INSTALLED,Yes,0,0,1,13,1,12,0,1,AS_NEW,Yes,,MISSING,GAS,1,,,left_only
20297,77807000,245000,APARTMENT,DUPLEX,Brussels-Capital,Brussels,Brussels,1040,,,,75,,2,2,MISSING,MISSING,0,0,1,3,0,0,0,1,TO_BE_DONE_UP,No,942,G,GAS,1,,,left_only
20329,17227000,245000,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Mechelen,2800,51.016192,4.4978875,2001,90,,2,2,INSTALLED,Yes,0,0,1,30,0,0,0,0,MISSING,MISSING,221,C,GAS,1,897,,left_only
20351,59149000,245000,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1080,50.8511353,4.311824,1976,121,,2,3,MISSING,MISSING,0,1,1,60,0,0,0,1,TO_BE_DONE_UP,No,283,F,GAS,1,2206,,left_only
20391,71237000,245000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2200,51.1382477,4.8412386,1965,106,324,,3,MISSING,MISSING,0,0,0,0,0,0,0,0,TO_RENOVATE,No,709,F,GAS,1,,,left_only
20400,17522000,245000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2360,51.3365158,4.968346,1950,110,884,3,3,SEMI_EQUIPPED,Yes,0,0,1,,0,0,0,0,MISSING,MISSING,486,E,GAS,1,512,,left_only
20424,58242000,245000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9600,50.741809,3.6076012,1948,146,250,2,4,INSTALLED,Yes,0,0,1,13,1,161,0,0,GOOD,Yes,225,C,GAS,1,610,,left_only
20434,31813000,245000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1730,50.9337946,4.2240894,,,575,3,0,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,544,F,MISSING,0,292,,left_only
20471,16900000,245000,HOUSE,HOUSE,Flanders,West Flanders,Oostend,8400,51.224935,2.9121733,1875,155,0,,3,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,199,B,GAS,1,,,left_only
20488,50428000,245000,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,,,,222,488,2,5,NOT_INSTALLED,No,0,1,1,12,0,0,0,1,MISSING,MISSING,191,C,MISSING,1,964,,left_only
20496,45631000,245000,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7640,50.5554074,3.4531132,,145,1710,3,4,SEMI_EQUIPPED,Yes,0,1,0,0,0,0,0,1,TO_BE_DONE_UP,No,470,F,GAS,1,355,,left_only
20530,32956000,245000,HOUSE,HOUSE,Wallonia,Namur,Dinant,5530,50.3194071,4.9129566,,102,253,2,2,INSTALLED,Yes,0,0,1,,1,253,0,1,AS_NEW,Yes,353,E,FUELOIL,1,493,,left_only
20536,76059000,245000,HOUSE,HOUSE,Wallonia,Namur,Dinant,5590,,,1920,175,154,3,4,HYPER_EQUIPPED,Yes,0,0,1,112,0,0,0,1,JUST_RENOVATED,Yes,551,G,FUELOIL,1,508,,left_only
20545,68046000,245000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1300,50.7177173,4.6036373,,110,150,2,3,SEMI_EQUIPPED,Yes,0,1,1,20,0,0,0,0,MISSING,MISSING,430,F,GAS,1,,,left_only
20555,44497000,245000,HOUSE,MIXED_USE_BUILDING,Wallonia,Hainaut,Thuin,6150,50.4052206,4.2600036,,153,6,2,3,SEMI_EQUIPPED,Yes,0,0,0,0,0,0,0,1,TO_BE_DONE_UP,No,605,G,GAS,0,743,,left_only
20562,14434000,245000,HOUSE,TOWN_HOUSE,Wallonia,Liège,Liège,4690,50.7675027,5.6338929,1980,,360,3,3,INSTALLED,Yes,0,0,1,6,1,360,0,1,GOOD,Yes,363,E,FUELOIL,0,580,,left_only
20567,24194000,245000,HOUSE,VILLA,Wallonia,Namur,Namur,5640,50.34597,4.7407,1978,,936,4,3,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,282,D,FUELOIL,1,775,,left_only
20570,47183000,245065,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3270,50.9815445,4.9762385,,88,,,1,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
20581,47415000,245500,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4800,50.5912006,5.8349894,2024,102,,,2,MISSING,MISSING,0,1,1,9,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
20614,404000,246300,APARTMENT,APARTMENT,Flanders,Limburg,Tongeren,3630,50.9472676,5.6824108,,135,,4,2,MISSING,MISSING,0,0,1,,0,0,0,1,AS_NEW,Yes,157,B,MISSING,0,,,left_only
20653,23783000,247000,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7500,50.6090349,3.4039139,,80,,,2,MISSING,MISSING,0,0,1,12,1,30,0,1,AS_NEW,Yes,,MISSING,MISSING,0,,,left_only
20673,35029000,247220,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8570,50.8356315,3.4048308,2024,94,,,1,INSTALLED,Yes,0,1,1,17,0,0,0,1,MISSING,MISSING,,MISSING,GAS,1,,,left_only
20697,26268000,247500,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1820,50.9180018,4.4795049,,60,,2,1,MISSING,MISSING,0,0,1,,0,0,0,1,AS_NEW,Yes,93,A,MISSING,0,,,left_only
20713,46254000,247500,APARTMENT,APARTMENT,Wallonia,Luxembourg,Neufchâteau,6800,49.9148598,5.3594923,2023,,,4,2,INSTALLED,Yes,0,0,1,9,0,0,0,1,AS_NEW,Yes,,MISSING,GAS,1,,,left_only
20719,67994000,247500,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9700,50.8081855,3.5472898,1960,122,0,3,3,MISSING,MISSING,0,0,1,,0,0,0,1,TO_RENOVATE,No,1311,F,MISSING,0,,,left_only
20734,57666000,248000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1090,50.8928405,4.313673,1978,90,,2,3,SEMI_EQUIPPED,Yes,0,1,1,23,0,0,0,1,GOOD,Yes,183,D,GAS,1,1549,,left_only
20745,37690000,248000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2140,51.1977457,4.4490929,1969,96,,,2,HYPER_EQUIPPED,Yes,0,0,0,0,0,0,0,0,MISSING,MISSING,129,B,GAS,0,,,left_only
20758,15374000,248000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3000,50.868733,4.697385,1975,35,,,0,MISSING,MISSING,0,0,1,6,0,0,0,1,AS_NEW,Yes,183,B,GAS,1,666,,left_only
20898,2656000,249000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1080,,,,95,,2,3,HYPER_EQUIPPED,Yes,0,0,1,1,0,0,0,1,MISSING,MISSING,314,F,GAS,0,,,left_only
20908,68971000,249000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1083,,,,100,,4,3,INSTALLED,Yes,0,0,1,10,0,0,0,1,MISSING,MISSING,27,A,GAS,1,,,left_only
20920,56527000,249000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1150,50.8275748,4.4166673,1965,60,,4,1,USA_INSTALLED,Yes,0,0,1,9,0,0,0,0,GOOD,Yes,242,E,GAS,0,,,left_only
20927,4853000,249000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,51.2105139,4.3939821,1930,64,,2,1,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,304,D,GAS,1,396,,left_only
20930,58815000,249000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,51.2221187,4.40307,2013,47,,2,1,USA_SEMI_EQUIPPED,Yes,0,0,1,30,0,0,0,0,GOOD,Yes,162,B,GAS,0,,,left_only
