,id_x,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,kitchen_clusterized,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,state_building_clusterized,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income,id_y,_merge
70041,76447000,639000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2650,51.1538672,4.4021293,2024,196,575,3,4,MISSING,MISSING,0,0,0,0,1,400,0,0,AS_NEW,Yes,,MISSING,MISSING,1,,,left_only
70044,2660000,639000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2340,51.3063761,4.8570555,1969,,1500,4,5,INSTALLED,Yes,0,1,1,,1,,0,0,GOOD,Yes,121,B,FUELOIL,1,,,left_only
70078,59092000,640000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3535256,3.2929158,1989,88,,,2,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,,A++,MISSING,0,,,left_only
70095,15994000,640000,HOUSE,FARMHOUSE,Wallonia,Namur,Namur,5000,,,1850,800,19474,4,5,NOT_INSTALLED,No,0,1,1,40,1,19474,0,1,TO_RENOVATE,No,560,G,FUELOIL,0,1196,,left_only
70112,42327000,640000,HOUSE,VILLA,Flanders,East Flanders,Gent,9870,50.9431225,3.4694941,2017,600,600,4,4,INSTALLED,Yes,0,1,1,54,1,400,0,0,AS_NEW,Yes,,A,GAS,1,1200,,left_only
70115,46223000,640000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,3090,,,,280,1040,4,4,HYPER_EQUIPPED,Yes,0,0,1,20,1,1040,0,0,AS_NEW,Yes,298,C,GAS,1,2439,,left_only
70131,6426000,640993,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2650,51.1546963,4.4020049,,203,575,3,4,MISSING,MISSING,0,0,1,,0,0,0,1,AS_NEW,Yes,,MISSING,MISSING,0,,,left_only
70138,24269000,642500,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8300,51.3161025,3.3038334,,180,180,3,3,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,GAS,1,,,left_only
70143,57769000,644340,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2223,51.0353128,4.6994265,2023,216,1202,,4,INSTALLED,Yes,0,0,0,0,0,0,0,1,GOOD,Yes,,MISSING,MISSING,1,,,left_only
70151,37083000,645000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,50.8206767,4.3667163,2024,106,,,2,MISSING,MISSING,0,0,1,14,0,0,0,1,MISSING,MISSING,30,A,MISSING,0,,,left_only
70197,60640000,645000,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1050,50.8269652,4.3659662,1900,230,131,2,5,HYPER_EQUIPPED,Yes,0,0,1,9,0,0,0,0,TO_RENOVATE,No,227,E,GAS,0,1115,,left_only
70208,9372000,645000,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2801,51.0465963,4.4164476,2008,207,594,4,3,MISSING,MISSING,0,1,0,0,1,,0,0,AS_NEW,Yes,126,B,GAS,1,,,left_only
70253,69483000,645000,HOUSE,VILLA,Flanders,Antwerp,Turnhout,2400,51.1956639,5.1227601,2010,361,628,4,5,MISSING,MISSING,0,0,0,0,0,0,0,1,GOOD,Yes,126,B,GAS,1,1917,,left_only
70306,3674000,648522,HOUSE,HOUSE,Flanders,East Flanders,Gent,9840,50.9839734,3.6447112,2024,,1020,,3,INSTALLED,Yes,0,0,0,0,0,0,0,0,GOOD,Yes,,MISSING,MISSING,0,,,left_only
70331,73041000,649000,APARTMENT,LOFT,Flanders,Antwerp,Antwerp,2000,,,1960,196,,,2,HYPER_EQUIPPED,Yes,0,0,0,0,0,0,0,0,MISSING,MISSING,294,C,GAS,1,,,left_only
70336,50986000,649000,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1070,,,2022,115,,4,2,INSTALLED,Yes,0,0,1,63,0,0,0,1,MISSING,MISSING,,MISSING,GAS,0,,,left_only
70337,49685000,649000,APARTMENT,PENTHOUSE,Flanders,Antwerp,Antwerp,2018,51.2034146,4.4269085,,,,3,1,INSTALLED,Yes,0,0,1,257,0,0,0,1,GOOD,Yes,,MISSING,MISSING,0,,,left_only
70346,78593000,649000,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1070,,,,270,0,2,6,INSTALLED,Yes,0,0,0,0,1,30,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
70357,32166000,649000,HOUSE,APARTMENT_BLOCK,Flanders,West Flanders,Kortrijk,8500,50.8248555,3.2672205,,,110,2,9,MISSING,MISSING,0,0,1,,0,0,0,1,GOOD,Yes,165,B,GAS,0,3380,,left_only
70391,59782000,649000,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2800,51.0459206,4.4884872,1979,208,810,4,3,SEMI_EQUIPPED,Yes,0,1,1,40,1,315,0,0,GOOD,Yes,267,C,GAS,1,,,left_only
70404,36809000,649000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9080,51.1005716,3.8515644,2002,270,929,4,4,MISSING,MISSING,0,0,0,0,0,0,0,1,GOOD,Yes,177,B,GAS,1,1333,,left_only
70406,53970000,649000,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9140,51.1269662,4.2399277,1997,280,1156,4,3,INSTALLED,Yes,0,1,1,,1,,0,0,GOOD,Yes,238,C,GAS,1,1383,,left_only
70420,23424000,649000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1970,50.8534471,4.484843,1977,,464,4,4,HYPER_EQUIPPED,Yes,0,0,1,9,1,160,0,1,TO_RENOVATE,No,744,F,GAS,0,3101,,left_only
70452,49109000,649000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1380,,,1850,190,2039,4,4,MISSING,MISSING,0,1,1,,1,,0,0,TO_BE_DONE_UP,No,289,D,FUELOIL,1,,,left_only
70476,7953000,649000,HOUSE,VILLA,Flanders,Antwerp,Turnhout,2340,51.3315483,4.8552025,2005,298,1136,4,4,INSTALLED,Yes,0,1,1,,1,,0,0,GOOD,Yes,141,B,GAS,1,,,left_only
70481,53886000,649000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,1780,50.897819,4.2993948,1976,185,900,4,4,MISSING,MISSING,0,0,1,10,1,680,0,0,MISSING,MISSING,369,D,GAS,1,2692,,left_only
70485,68919000,649000,HOUSE,VILLA,Flanders,Flemish Brabant,Leuven,3050,50.8262918,4.7090056,1977,220,1530,,3,INSTALLED,Yes,0,0,0,0,0,0,0,1,TO_RENOVATE,No,710,F,ELECTRIC,1,2201,,left_only
70498,19014000,649000,HOUSE,VILLA,Wallonia,Hainaut,Mouscron,7711,,,2006,291,3296,4,4,INSTALLED,Yes,0,0,1,,1,2700,0,0,AS_NEW,Yes,184,C,GAS,1,1629,,left_only
70510,12574000,649500,APARTMENT,TRIPLEX,Flanders,Flemish Brabant,Leuven,3300,50.807307,4.938615,1992,354,,,3,INSTALLED,Yes,0,0,1,30,0,0,0,0,AS_NEW,Yes,398,D,GAS,1,,,left_only
70526,35578000,649900,HOUSE,MIXED_USE_BUILDING,Flanders,Antwerp,Antwerp,2170,51.2509182,4.4565255,1976,524,421,2,6,INSTALLED,Yes,0,0,1,72,1,34,0,0,GOOD,Yes,385,D,GAS,1,,,left_only
70536,46336000,650000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1040,50.8435094,4.3702633,1936,216,,3,4,INSTALLED,Yes,0,0,0,0,0,0,0,0,AS_NEW,Yes,275,E,FUELOIL,0,2399,,left_only
70546,5640000,650000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,51.2266199,4.4009373,2024,109,,4,2,HYPER_EQUIPPED,Yes,0,0,1,11,0,0,0,0,AS_NEW,Yes,,MISSING,GAS,0,,,left_only
70562,62842000,650000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3502505,3.2837997,2023,,,,2,USA_INSTALLED,Yes,0,0,1,1,0,0,0,0,AS_NEW,Yes,,MISSING,GAS,1,,,left_only
70592,28142000,650000,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1070,,,,,0,2,0,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
70605,62521000,650000,HOUSE,APARTMENT_BLOCK,Wallonia,Hainaut,Charleroi,6250,50.4156094,4.5490602,2015,350,365,3,7,MISSING,MISSING,0,0,1,25,1,155,0,1,AS_NEW,Yes,139,B,GAS,1,3000,,left_only
70609,27016000,650000,HOUSE,APARTMENT_BLOCK,Wallonia,Hainaut,Thuin,6500,,,,294,4026,4,4,NOT_INSTALLED,No,0,1,1,,0,0,1,1,GOOD,Yes,340,D,FUELOIL,1,954,,left_only
70628,5196000,650000,HOUSE,FARMHOUSE,Flanders,Limburg,Hasselt,3800,50.7818081,5.2659249,1875,,4906,,15,NOT_INSTALLED,No,0,0,0,0,0,0,0,1,TO_RENOVATE,No,2085,F,MISSING,0,692,,left_only
70681,52335000,650000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8560,50.8102575,3.1820535,1899,270,465,2,4,INSTALLED,Yes,0,0,1,38,1,175,0,1,GOOD,Yes,222,C,GAS,0,815,,left_only
70724,9720000,650000,HOUSE,MIXED_USE_BUILDING,Wallonia,Hainaut,Charleroi,6000,50.4091328,4.4365428,,,0,,3,USA_INSTALLED,Yes,0,0,0,0,0,0,0,0,GOOD,Yes,,MISSING,GAS,1,,,left_only
70765,64795000,652790,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3000,50.8809984,4.6870542,,142,0,2,3,USA_INSTALLED,Yes,0,0,1,12,0,0,0,0,AS_NEW,Yes,30,A,MISSING,0,,,left_only
70794,78652000,655000,APARTMENT,PENTHOUSE,Flanders,East Flanders,Aalst,9300,50.9428631,4.0368301,2021,133,,2,2,INSTALLED,Yes,0,1,1,109,0,0,0,0,MISSING,MISSING,,MISSING,ELECTRIC,1,,,left_only
70900,46363000,661000,APARTMENT,PENTHOUSE,Flanders,West Flanders,Brugge,8000,51.2121945,3.2147619,,147,,,3,MISSING,MISSING,0,0,1,17,0,0,0,1,GOOD,Yes,,MISSING,MISSING,0,,,left_only
70922,29510000,665000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,,,2023,164,,,3,MISSING,MISSING,0,0,1,14,0,0,0,1,AS_NEW,Yes,,MISSING,MISSING,0,,,left_only
70960,58772000,665000,HOUSE,MANSION,Flanders,Antwerp,Mechelen,2800,51.024443,4.4712488,1875,324,0,2,4,SEMI_EQUIPPED,Yes,0,1,1,30,1,32,0,0,GOOD,Yes,257,C,GAS,1,1254,,left_only
70965,49237000,665000,HOUSE,VILLA,Flanders,Antwerp,Mechelen,2830,51.0483949,4.3538665,1985,261,680,4,4,HYPER_EQUIPPED,Yes,0,0,1,,0,0,0,1,AS_NEW,Yes,137,B,GAS,1,1785,,left_only
70988,37000,666400,HOUSE,MIXED_USE_BUILDING,Flanders,West Flanders,Kortrijk,8530,50.8455798,3.3121073,2023,182,444,,3,MISSING,MISSING,0,0,1,49,1,19,0,0,AS_NEW,Yes,,MISSING,MISSING,1,,,left_only
71047,73789000,670000,APARTMENT,DUPLEX,Brussels-Capital,Brussels,Brussels,1030,,,1930,107,,2,2,HYPER_EQUIPPED,Yes,0,0,1,68,0,0,0,0,JUST_RENOVATED,Yes,,MISSING,GAS,1,,,left_only
71055,27025000,670000,HOUSE,APARTMENT_BLOCK,Wallonia,Luxembourg,Marche-en-Famenne,6970,,,,,1600,4,0,MISSING,MISSING,0,0,0,0,0,0,0,1,GOOD,Yes,,MISSING,FUELOIL,0,,,left_only
71059,29819000,670000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1180,,,,280,192,,4,MISSING,MISSING,0,1,1,65,0,0,0,1,GOOD,Yes,350,G,GAS,1,,,left_only
71065,18256000,670000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1970,50.8507674,4.4825035,,209,156,,4,INSTALLED,Yes,0,0,1,19,0,0,0,0,GOOD,Yes,,MISSING,GAS,1,,,left_only
71070,27417000,670000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8000,51.2130736,3.227653,,250,161,4,7,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,373,D,MISSING,1,1247,,left_only
71081,37352000,670000,HOUSE,VILLA,Wallonia,Luxembourg,Marche-en-Famenne,6940,,,2002,324,1046,4,5,USA_SEMI_EQUIPPED,Yes,0,1,1,1,1,800,1,1,GOOD,Yes,,MISSING,MISSING,1,,,left_only
71096,68288000,673000,APARTMENT,PENTHOUSE,Wallonia,Hainaut,Tournai,7500,,,,,,,3,USA_INSTALLED,Yes,0,0,1,110,1,33,0,1,AS_NEW,Yes,,A,MISSING,1,,,left_only
71098,42587000,673294,APARTMENT,DUPLEX,Flanders,Flemish Brabant,Leuven,3000,50.8860978,4.6985918,,167,,,3,HYPER_EQUIPPED,Yes,0,0,1,15,0,0,0,1,MISSING,MISSING,,MISSING,GAS,1,,,left_only
71127,28195000,675000,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9100,51.1571553,4.1526489,1958,311,,2,0,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,221,C,GAS,1,2181,,left_only
71170,62714000,675000,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1000,50.8480646,4.3439569,1915,250,60,2,5,MISSING,MISSING,0,0,0,0,0,0,0,1,TO_RENOVATE,No,,G,GAS,1,,,left_only
71282,43209000,675263,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9340,,,,205,300,,3,HYPER_EQUIPPED,Yes,0,0,0,0,0,0,0,1,GOOD,Yes,,MISSING,GAS,1,,,left_only
71330,74876000,679132,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9500,50.7724926,3.876302,,228,,,3,USA_HYPER_EQUIPPED,Yes,0,0,1,52,0,0,0,0,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
71344,58930000,680000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1180,50.8036044,4.342243,,,,,2,MISSING,MISSING,0,0,0,0,0,0,0,1,AS_NEW,Yes,,MISSING,MISSING,0,,,left_only
71381,42151000,680003,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3000,50.8856804,4.6990898,,222,123,2,5,HYPER_EQUIPPED,Yes,0,0,1,12,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
71448,37048000,685000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1760,50.8225439,4.1128852,1875,285,1400,3,4,MISSING,MISSING,0,1,0,0,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,850,,left_only
71493,56144000,689000,HOUSE,APARTMENT_BLOCK,Wallonia,Liège,Verviers,4800,50.5919839,5.8620998,,380,458,3,10,INSTALLED,Yes,0,0,1,80,0,0,0,0,GOOD,Yes,263,D,GAS,1,3020,,left_only
71495,15447000,689000,HOUSE,FARMHOUSE,Wallonia,Liège,Liège,4607,50.7122184,5.7518526,,418,2420,3,9,INSTALLED,Yes,0,0,0,0,0,0,0,1,MISSING,MISSING,471,F,FUELOIL,0,1391,,left_only
71505,43732000,689500,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2400,51.209453,5.1984849,1998,,0,,4,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,176,B,MISSING,0,,,left_only
71545,38175000,690000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1190,,,,200,0,2,4,USA_HYPER_EQUIPPED,Yes,0,0,1,28,1,50,0,1,AS_NEW,Yes,224,E,GAS,1,,,left_only
71552,15813000,690000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9860,50.9073624,3.7993376,2023,208,510,3,3,INSTALLED,Yes,0,0,1,16,0,0,0,0,GOOD,Yes,,MISSING,MISSING,1,,,left_only
71571,70367000,690000,HOUSE,MIXED_USE_BUILDING,Wallonia,Liège,Liège,4000,50.6498866,5.5477144,,,0,4,9,MISSING,MISSING,0,1,0,0,0,0,0,1,MISSING,MISSING,401,E,ELECTRIC,1,2612,,left_only
71590,73440000,692000,HOUSE,VILLA,Flanders,East Flanders,Gent,9830,51.0033922,3.627813,1973,214,694,4,4,INSTALLED,Yes,0,1,1,,0,0,0,1,MISSING,MISSING,281,C,GAS,1,1814,,left_only
71594,13682000,692742,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9290,,,,213,1000,,3,HYPER_EQUIPPED,Yes,0,0,0,0,0,0,0,1,GOOD,Yes,,MISSING,GAS,1,,,left_only
71608,2014000,695000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,50.8201495,4.3762311,1920,140,,2,2,HYPER_EQUIPPED,Yes,0,0,1,6,0,0,0,1,AS_NEW,Yes,188,D,GAS,1,1500,,left_only
71637,2525000,695000,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3600,50.9519669,5.4110007,2006,189,,,2,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,,B,ELECTRIC,1,1756,,left_only
71649,36837000,695000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3467996,3.2882535,1992,78,,,2,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,209,C,ELECTRIC,1,,,left_only
71669,42895000,695000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3517861,3.28926,1992,106,,2,2,MISSING,MISSING,0,0,0,0,1,,0,1,MISSING,MISSING,150,B,GAS,1,,,left_only
71692,72355000,695000,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8620,51.1384337,2.7381539,2022,172,,,3,MISSING,MISSING,0,0,0,0,1,,0,0,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
71722,64740000,695000,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1050,,,1936,220,,,4,USA_SEMI_EQUIPPED,Yes,0,0,1,20,0,0,0,0,GOOD,Yes,739,G,FUELOIL,0,,,left_only
71735,28009000,695000,APARTMENT,PENTHOUSE,Flanders,West Flanders,Brugge,8000,51.223132,3.2154688,2024,153,,,3,MISSING,MISSING,0,0,1,94,0,0,0,0,GOOD,Yes,,MISSING,MISSING,0,,,left_only
71755,51814000,695000,HOUSE,APARTMENT_BLOCK,Wallonia,Namur,Namur,5000,,,,,0,3,6,USA_INSTALLED,Yes,0,0,0,0,0,0,0,1,GOOD,Yes,380,E,MISSING,0,4444,,left_only
71761,30721000,695000,HOUSE,EXCEPTIONAL_PROPERTY,Flanders,East Flanders,Sint-Niklaas,9170,51.1834652,4.1087271,1969,215,1520,4,4,INSTALLED,Yes,0,0,1,12,1,1000,0,0,GOOD,Yes,390,D,GAS,1,1618,,left_only
71800,5287000,695000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2650,51.1534502,4.4532125,,259,414,2,4,INSTALLED,Yes,0,1,1,35,1,220,0,0,JUST_RENOVATED,Yes,128,B,GAS,0,,,left_only
71839,33734000,695000,HOUSE,HOUSE,Flanders,Limburg,Maaseik,3640,,,,340,6700,4,5,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,246,C,MISSING,0,,,left_only
71849,43016000,695000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8572,50.8139108,3.4933341,2016,190,788,,3,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,108,B,MISSING,1,618,,left_only
71858,57030000,695000,HOUSE,HOUSE,Wallonia,Luxembourg,Arlon,6790,,,1930,215,3400,,5,INSTALLED,Yes,0,0,1,40,0,0,0,1,AS_NEW,Yes,145,B,FUELOIL,0,1314,,left_only
71883,73462000,695000,HOUSE,MIXED_USE_BUILDING,Flanders,Flemish Brabant,Halle-Vilvoorde,1853,50.908027,4.348908,1920,135,548,3,4,SEMI_EQUIPPED,Yes,0,0,1,13,0,0,0,1,TO_BE_DONE_UP,No,412,E,GAS,1,,,left_only
71886,24184000,695000,HOUSE,MIXED_USE_BUILDING,Flanders,Limburg,Maaseik,3670,51.0769699,5.5091521,1968,,35799,4,3,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,1065,F,FUELOIL,0,,,left_only
71901,62104000,695000,HOUSE,VILLA,Flanders,Antwerp,Turnhout,2470,51.2749355,5.143724,1996,332,2752,4,3,MISSING,MISSING,0,0,0,0,0,0,1,0,GOOD,Yes,284,C,GAS,1,1244,,left_only
71940,1778000,695000,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1380,,,,195,1500,4,4,HYPER_EQUIPPED,Yes,0,0,1,60,1,1500,0,0,GOOD,Yes,443,F,PELLET,1,2659,,left_only
72010,4575000,699000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8450,51.2511163,2.9723352,2022,189,,,3,HYPER_EQUIPPED,Yes,0,0,0,0,0,0,0,0,GOOD,Yes,,MISSING,GAS,1,,,left_only
72028,44437000,699000,APARTMENT,PENTHOUSE,Flanders,Antwerp,Antwerp,2600,,,2022,171,,3,2,HYPER_EQUIPPED,Yes,0,0,1,40,0,0,0,0,AS_NEW,Yes,,MISSING,MISSING,1,,,left_only
72029,62776000,699000,APARTMENT,PENTHOUSE,Flanders,East Flanders,Gent,9000,51.0174414,3.691815,2023,115,,,3,NOT_INSTALLED,No,0,0,1,39,0,0,0,0,MISSING,MISSING,,MISSING,GAS,1,,,left_only
72036,16147000,699000,APARTMENT,TRIPLEX,Flanders,Antwerp,Antwerp,2018,51.2102295,4.4082754,1929,222,,2,2,USA_HYPER_EQUIPPED,Yes,0,1,1,7,0,0,0,0,GOOD,Yes,148,B,GAS,1,,,left_only
72049,61963000,699000,HOUSE,EXCEPTIONAL_PROPERTY,Wallonia,Liège,Liège,4610,50.6350165,5.6667423,1997,285,11002,4,3,MISSING,MISSING,0,1,1,1,1,11000,0,0,MISSING,MISSING,253,C,MISSING,0,,,left_only
72104,75076000,699000,HOUSE,MIXED_USE_BUILDING,Flanders,Flemish Brabant,Leuven,3270,50.9650817,4.9474443,1986,395,800,3,4,HYPER_EQUIPPED,Yes,0,0,0,0,1,200,0,0,GOOD,Yes,146,B,GAS,1,2855,,left_only
72107,41925000,699000,HOUSE,VILLA,Flanders,Antwerp,Mechelen,2220,,,1996,413,966,4,5,INSTALLED,Yes,0,0,1,,0,0,0,0,GOOD,Yes,,B,FUELOIL,1,1846,,left_only
72116,25298000,699000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,1780,50.9189485,4.3298485,1969,239,854,4,4,INSTALLED,Yes,0,1,0,0,1,700,0,0,GOOD,Yes,483,E,FUELOIL,1,4345,,left_only
72141,28063000,699995,HOUSE,MANOR_HOUSE,Flanders,East Flanders,Oudenaarde,9600,,,,380,430,,6,HYPER_EQUIPPED,Yes,0,0,1,,0,0,0,0,GOOD,Yes,242,C,GAS,1,1080,,left_only
72159,32682000,700000,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1040,50.8361033,4.3826895,,,0,1,0,MISSING,MISSING,0,0,0,0,1,60,0,0,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
72180,64580000,700000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1000,50.8478408,4.3449649,,,195,,8,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,481,G,MISSING,0,4593,,left_only
72209,33962000,702000,APARTMENT,PENTHOUSE,Flanders,Limburg,Hasselt,3500,50.9371591,5.3355347,,167,,,3,MISSING,MISSING,0,0,1,52,0,0,0,1,MISSING,MISSING,,A,MISSING,1,,,left_only
72210,40673000,702000,APARTMENT,PENTHOUSE,Flanders,Limburg,Hasselt,3500,50.9371591,5.3355347,,168,,,3,MISSING,MISSING,0,0,1,52,0,0,0,1,MISSING,MISSING,,A,MISSING,1,,,left_only
72241,69637000,710000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2110,51.2234815,4.5451483,2015,130,,3,1,USA_HYPER_EQUIPPED,Yes,0,0,0,0,0,0,0,0,AS_NEW,Yes,,MISSING,GAS,0,,,left_only
72293,62797000,715000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3396745,3.2863244,2024,105,,2,2,HYPER_EQUIPPED,Yes,0,0,1,10,0,0,0,0,AS_NEW,Yes,,MISSING,MISSING,1,,,left_only
72294,74756000,715000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3457714,3.2694575,1996,95,,,2,INSTALLED,Yes,0,0,1,,0,0,0,0,MISSING,MISSING,123,B,GAS,1,,,left_only
72308,29524000,715000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1160,,,1932,170,150,2,3,HYPER_EQUIPPED,Yes,0,1,1,15,0,0,0,0,AS_NEW,Yes,168,D,GAS,1,1179,,left_only
72313,62136000,715000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1653,,,1958,250,1452,4,4,MISSING,MISSING,0,0,1,,0,0,0,0,MISSING,MISSING,184,B,GAS,1,3956,,left_only
72331,73750000,716000,APARTMENT,PENTHOUSE,Flanders,East Flanders,Sint-Niklaas,9100,51.1566734,4.1542585,,114,,,2,HYPER_EQUIPPED,Yes,0,0,1,,0,0,0,1,GOOD,Yes,,MISSING,ELECTRIC,1,,,left_only
72338,6080000,718169,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3000,50.8850685,4.6979114,,230,121,3,4,HYPER_EQUIPPED,Yes,0,0,1,13,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
72349,34762000,719000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9820,50.9545211,3.6910004,,315,1458,4,5,MISSING,MISSING,0,0,1,,0,0,0,0,GOOD,Yes,362,D,ELECTRIC,1,1308,,left_only
72353,36481000,719959,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9150,,,,163,1029,,3,HYPER_EQUIPPED,Yes,0,0,0,0,0,0,0,1,GOOD,Yes,,MISSING,GAS,1,,,left_only
72382,55819000,720000,HOUSE,APARTMENT_BLOCK,Wallonia,Liège,Liège,4000,50.6578147,5.5616084,,,0,2,11,MISSING,MISSING,0,0,1,,0,0,0,1,GOOD,Yes,,C,MISSING,0,2380,,left_only
72396,14742000,720000,HOUSE,HOUSE,Flanders,Limburg,Maaseik,3680,51.1012087,5.6992177,1850,,3769,4,5,MISSING,MISSING,0,0,0,0,1,1500,0,0,GOOD,Yes,306,D,FUELOIL,0,1070,,left_only
72397,34635000,720000,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3840,50.8129573,5.2943658,1850,614,4364,4,5,INSTALLED,Yes,0,1,0,0,0,0,1,0,GOOD,Yes,395,D,FUELOIL,1,1048,,left_only
72399,77822000,720000,HOUSE,HOUSE,Wallonia,Namur,Namur,5340,50.4432964,5.0124273,,1075,7873,,3,INSTALLED,Yes,0,0,0,0,1,7873,0,0,TO_RENOVATE,No,678,G,MISSING,0,2926,,left_only
72420,48707000,722858,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3000,50.8850752,4.6979123,,228,126,2,5,HYPER_EQUIPPED,Yes,0,0,1,12,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,1,,,left_only
